"wdpa_id","assessment_version_id","screenname","status","stage","name_en","values_","criterion","current_threat","threat_category","threat_sub_category","assessment_cycle"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Urban development","Residential and Commercial Development","Housing/ Urban Areas","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Invasive alien species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Mineral exploitation","Energy Production and Mining","Mining/ Quarrying","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Degradation of lake catchment areas, soil erosion and siltation","Geological Events","Erosion and Siltation/ Deposition","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Degradation of lake catchment areas, soil erosion and siltation","Geological Events","Erosion and Siltation/ Deposition","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Urban development","Residential and Commercial Development","Housing/ Urban Areas","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Invasive alien species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Mineral exploitation","Energy Production and Mining","Mining/ Quarrying","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Use of water from upstream catchment areas and groundwater aquifers","Natural System Modifications","Dams/ Water Management or Use","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Degradation of lake catchment areas, soil erosion and siltation","Geological Events","Erosion and Siltation/ Deposition","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Urban development","Residential and Commercial Development","Housing/ Urban Areas","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Mineral exploitation","Energy Production and Mining","Mining/ Quarrying","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Invasive alien species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Use of water from upstream catchment areas and groundwater aquifers","Natural System Modifications","Dams/ Water Management or Use","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Ecological isolation","Natural System Modifications","Other Ecosystem Modifications","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Degradation of lake catchment areas, soil erosion and siltation","Geological Events","Erosion and Siltation/ Deposition","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Use of water from upstream catchment areas and groundwater aquifers","Natural System Modifications","Dams/ Water Management or Use","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Invasive alien species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Livestock grazing pressure","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Urban development","Residential and Commercial Development","Housing/ Urban Areas","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Mineral exploitation","Energy Production and Mining","Mining/ Quarrying","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Outstanding diversity, density and endemism of flora","10","Fire/ Fire Suppression","Natural System Modifications","Fire/ Fire Suppression","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Outstanding diversity, density and endemism of flora","10","Lack of funds","Other","Other","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Outstanding diversity, density and endemism of flora","10","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Ongoing ecological and biological processes associated with the evolution of the unique Fynbos biome","9","Fire/ Fire Suppression","Natural System Modifications","Fire/ Fire Suppression","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Ongoing ecological and biological processes associated with the evolution of the unique Fynbos biome","9","Lack of funds","Other","Other","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Ongoing ecological and biological processes associated with the evolution of the unique Fynbos biome","9","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Abundance and diversity of geomorphological features","8","Climate Change","Climate Change and Severe Weather","Temperature extremes","2017"
"12206","4818","elena","Completed","Published","Garajonay National Park","Exceptional remnants of a rare and exceptionally beautiful forest type","7","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"12206","4818","elena","Completed","Published","Garajonay National Park","Exceptional remnants of a rare and exceptionally beautiful forest type","7","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"12206","4818","elena","Completed","Published","Garajonay National Park","Laurel forest with very high degree of floral and faunal endemism","9","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"12206","4818","elena","Completed","Published","Garajonay National Park","Laurel forest with very high degree of floral and faunal endemism","9","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"198298","4836","elena","Completed","Published","Lorentz National Park","Diversity of species","10","Poaching of reptiles, mammals and birds for the pet trade","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"198298","4836","elena","Completed","Published","Lorentz National Park","Diversity of species","10","Poaching of reptiles, mammals and birds for the pet trade","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Ingestion of plastic particulates by seabirds, episodic oiling of seabirds","Pollution","Solid Waste","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Impacts associated with episodic visits by tourists, researchers and fisheries enforcement staff","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Birds strikes through episodic use of wind generator","Human Intrusions and Disturbance","Other Activities","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Ingestion of plastic particulates by seabirds, episodic oiling of seabirds","Pollution","Solid Waste","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Birds strikes through episodic use of wind generator","Human Intrusions and Disturbance","Other Activities","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Impacts associated with episodic visits by tourists, researchers and fisheries enforcement staff","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Impacts associated with episodic visits by tourists, researchers and fisheries enforcement staff","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Birds strikes through episodic use of wind generator","Human Intrusions and Disturbance","Other Activities","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Ingestion of plastic particulates by seabirds, episodic oiling of seabirds","Pollution","Solid Waste","2014"
"555512001","4840","elena","Completed","Published","Papahanaumokuakea","Unique reef ecosystems","9","Tourism impacts","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"555512001","4840","elena","Completed","Published","Papahanaumokuakea","Unique reef ecosystems","9","Fires","Natural System Modifications","Fire/ Fire Suppression","2014"
"555512001","4840","elena","Completed","Published","Papahanaumokuakea","Unique reef ecosystems","9","Fires","Natural System Modifications","Fire/ Fire Suppression","2014"
"555512001","4840","elena","Completed","Published","Papahanaumokuakea","Unique reef ecosystems","9","Fires","Natural System Modifications","Fire/ Fire Suppression","2014"
"555512001","4840","elena","Completed","Published","Papahanaumokuakea","Unique reef ecosystems","9","Tourism impacts","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Rapidly increasing visitor numbers and tourist facility development.","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Landslides and floods","Geological Events","Avalanches/ Landslides","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Landslides and floods","Climate Change and Severe Weather","Storms/Flooding","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Rapidly increasing visitor numbers and tourist facility development.","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Pollution of waterways","Pollution","Water Pollution","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Pollution of waterways","Pollution","Water Pollution","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Pollution of waterways","Pollution","Water Pollution","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Landslides and floods","Climate Change and Severe Weather","Storms/Flooding","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Landslides and floods","Geological Events","Avalanches/ Landslides","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Rapidly increasing visitor numbers and tourist facility development.","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Landslides and floods","Climate Change and Severe Weather","Storms/Flooding","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Landslides and floods","Geological Events","Avalanches/ Landslides","2014"
"902483","7354","mizuki","Completed","Review","Vredefort Dome","Evidence of major stages of Earth's history","8","Impacts of visitor access","Pollution","Household Sewage/ Urban Waste Water","2017"
"902483","7354","mizuki","Completed","Review","Vredefort Dome","Evidence of major stages of Earth's history","8","Impacts of visitor access","Natural System Modifications","Fire/ Fire Suppression","2017"
"902483","7354","mizuki","Completed","Review","Vredefort Dome","Evidence of major stages of Earth's history","8","Impacts of visitor access","Natural System Modifications","Dams/ Water Management or Use","2017"
"902483","7354","mizuki","Completed","Review","Vredefort Dome","Evidence of major stages of Earth's history","8","Impacts of visitor access","Natural System Modifications","Other Ecosystem Modifications","2017"
"902483","7354","mizuki","Completed","Review","Vredefort Dome","Evidence of major stages of Earth's history","8","Impacts of visitor access","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Pâturage","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Insécurité","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Activités agricoles","Agriculture and Aquaculture","Crops","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Extraction artisanale de diamants à petite échelle au sein du site","Energy Production and Mining","Mining/ Quarrying","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Feux","Natural System Modifications","Fire/ Fire Suppression","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Niveau élevé de braconnage des grands mammifères / Niveau important de la chasse de subsistance","Biological Resource Use","Poaching","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Niveau élevé de braconnage des grands mammifères / Niveau important de la chasse de subsistance","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Extraction artisanale de diamants à petite échelle au sein du site","Energy Production and Mining","Mining/ Quarrying","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Activités agricoles","Agriculture and Aquaculture","Crops","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Pâturage","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Niveau élevé de braconnage des grands mammifères / Niveau important de la chasse de subsistance","Biological Resource Use","Poaching","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Niveau élevé de braconnage des grands mammifères / Niveau important de la chasse de subsistance","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Insécurité","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Feux","Natural System Modifications","Fire/ Fire Suppression","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Ongoing ecological processes necessary for the survival of Madagascar's unique biodiversity","9","Encroachment by slash-and-burn agriculture","Agriculture and Aquaculture","Crops","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Ongoing ecological processes necessary for the survival of Madagascar's unique biodiversity","9","Artisanal mining","Energy Production and Mining","Mining/ Quarrying","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Ongoing ecological processes necessary for the survival of Madagascar's unique biodiversity","9","Illegal logging","Biological Resource Use","Logging/ Wood Harvesting","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and threatened mammals","10","Illegal logging","Biological Resource Use","Logging/ Wood Harvesting","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and threatened mammals","10","Encroachment by slash-and-burn agriculture","Agriculture and Aquaculture","Crops","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and threatened mammals","10","Commercial bushmeat trade","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and threatened mammals","10","Artisanal mining","Energy Production and Mining","Mining/ Quarrying","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and endemic birds","10","Artisanal mining","Energy Production and Mining","Mining/ Quarrying","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and endemic birds","10","Illegal logging","Biological Resource Use","Logging/ Wood Harvesting","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rare and endemic birds","10","Encroachment by slash-and-burn agriculture","Agriculture and Aquaculture","Crops","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Diversity of habitats","10","Illegal logging","Biological Resource Use","Logging/ Wood Harvesting","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Diversity of habitats","10","Artisanal mining","Energy Production and Mining","Mining/ Quarrying","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Diversity of habitats","10","Encroachment by slash-and-burn agriculture","Agriculture and Aquaculture","Crops","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","One of the largest and most impressive waterfalls in the world","7","Dams on the Upper Iguacu River","Natural System Modifications","Dams/ Water Management or Use","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","One of the largest and most impressive waterfalls in the world","7","Dams on the Upper Iguacu River","Natural System Modifications","Dams/ Water Management or Use","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","One of the largest and most impressive waterfalls in the world","7","Tourism infrastructure and activities","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","One of the largest and most impressive waterfalls in the world","7","Tourism infrastructure and activities","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Agriculture, livestock farming, roads and other infrastructure outside the site","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Tourism infrastructure and activities","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Dams on the Upper Iguacu River","Natural System Modifications","Dams/ Water Management or Use","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Tourism infrastructure and activities","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Agriculture, livestock farming, roads and other infrastructure outside the site","Agriculture and Aquaculture","Livestock Farming / Grazing","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Dams on the Upper Iguacu River","Natural System Modifications","Dams/ Water Management or Use","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Large undisturbed wilderness area","9","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Large undisturbed wilderness area","9","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Large undisturbed wilderness area","9","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Globally significant populations of large mammals","10","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Globally significant populations of large mammals","10","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Globally significant populations of large mammals","10","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Rare and endangered species","10","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Rare and endangered species","10","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Rare and endangered species","10","Commercial poaching","Biological Resource Use","Hunting (commercial/subsistence)","2014"
"900631","5111","elena","Completed","Published","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Spectacular seascape and the highest known population of resident dolphins","7","Oil spills","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"900631","5111","elena","Completed","Published","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","A key role in the process of reproduction, dispersal and colonisation by marine organisms in the entire Tropical South Atlantic","9","Oil spills","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"5004","7341","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Fishes","10","Marine litter","Pollution","Solid Waste","2017"
"5004","7341","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Fishes","10","Coral bleaching and mortality","Climate Change and Severe Weather","Temperature extremes","2017"
"5004","7341","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Fishes","10","Sewage and waste water","Pollution","Water Pollution","2017"
"5004","7341","rebeccaklaus","Completed","Assessment","Aldabra Atoll","Fishes","10","Sewage and waste water","Pollution","Household Sewage/ Urban Waste Water","2017"
